target,RFC,MLP,SVC,LinearSVC,NuSVC,SGD,LR,KNC,LSTM,BERT
data analyst,data analyst,data analyst,data analyst,data analyst,data analyst,data analyst,data analyst,data analyst,data analyst,data analyst
accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant
construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction
advocate,advocate,advocate,advocate,advocate,advocate,advocate,advocate,advocate,advocate,advocate
hr,hr,hr,hr,hr,hr,hr,hr,hr,hr,hr
urban planner,urban planner,urban planner,urban planner,urban planner,urban planner,urban planner,urban planner,urban planner,urban planner,urban planner
database administrator,database administrator,database administrator,database administrator,database administrator,database administrator,database administrator,database administrator,database administrator,database administrator,database administrator
art,art,art,art,art,art,art,art,art,art,chef
ai specialist,ai specialist,ai specialist,ai specialist,ai specialist,ai specialist,ai specialist,ai specialist,ai specialist,ai specialist,ai specialist
backend developer,backend developer,backend developer,backend developer,backend developer,backend developer,backend developer,backend developer,backend developer,backend developer,backend developer
banking,banking,banking,banking,banking,banking,banking,banking,banking,banking,healthcare
pharmacist,pharmacist,pharmacist,pharmacist,pharmacist,pharmacist,pharmacist,pharmacist,pharmacist,pharmacist,pharmacist
ai researcher,ai researcher,ai researcher,ai researcher,ai researcher,ai researcher,ai researcher,ai researcher,ai researcher,ai researcher,ai researcher
pmo,pmo,pmo,pmo,pmo,pmo,pmo,pmo,pmo,pmo,pmo
hadoop,hadoop,hadoop,hadoop,hadoop,hadoop,hadoop,hadoop,hadoop,hadoop,hadoop
digitalmedia,digitalmedia,digitalmedia,digitalmedia,digitalmedia,digitalmedia,digitalmedia,digitalmedia,digitalmedia,digitalmedia,banking
java developer,java developer,java developer,java developer,java developer,java developer,java developer,java developer,java developer,java developer,java developer
product manager,product manager,product manager,product manager,product manager,product manager,product manager,product manager,product manager,product manager,product manager
accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant
stack developer,stack developer,stack developer,stack developer,stack developer,stack developer,stack developer,stack developer,stack developer,stack developer,stack developer
electrician,electrician,electrician,electrician,electrician,electrician,electrician,electrician,electrician,electrician,electrician
biomedical engineer,biomedical engineer,biomedical engineer,biomedical engineer,biomedical engineer,biomedical engineer,biomedical engineer,biomedical engineer,biomedical engineer,biomedical engineer,biomedical engineer
supply chain manager,supply chain manager,supply chain manager,supply chain manager,supply chain manager,supply chain manager,supply chain manager,supply chain manager,supply chain manager,supply chain manager,supply chain manager
graphic designer,graphic designer,graphic designer,graphic designer,graphic designer,graphic designer,graphic designer,graphic designer,graphic designer,graphic designer,graphic designer
database administrator,database administrator,database administrator,database administrator,database administrator,database administrator,database administrator,database administrator,database administrator,database administrator,database administrator
backend developer,backend developer,backend developer,backend developer,backend developer,backend developer,backend developer,backend developer,backend developer,backend developer,backend developer
social worker,social worker,social worker,social worker,social worker,social worker,social worker,social worker,social worker,social worker,social worker
machine learn engineer,machine learn engineer,machine learn engineer,machine learn engineer,machine learn engineer,machine learn engineer,machine learn engineer,machine learn engineer,machine learn engineer,machine learn engineer,machine learn engineer
civil engineer,civil engineer,civil engineer,civil engineer,civil engineer,civil engineer,civil engineer,civil engineer,civil engineer,civil engineer,civil engineer
businessdevelopment,businessdevelopment,businessdevelopment,businessdevelopment,businessdevelopment,businessdevelopment,businessdevelopment,businessdevelopment,businessdevelopment,businessdevelopment,banking
creative director,creative director,creative director,creative director,creative director,creative director,creative director,creative director,creative director,creative director,creative director
fitness,fitness,fitness,fitness,fitness,fitness,fitness,fitness,fitness,fitness,automobile
biomedical engineer,biomedical engineer,biomedical engineer,biomedical engineer,biomedical engineer,biomedical engineer,biomedical engineer,biomedical engineer,biomedical engineer,biomedical engineer,biomedical engineer
informationtechnology,informationtechnology,informationtechnology,informationtechnology,informationtechnology,informationtechnology,informationtechnology,informationtechnology,informationtechnology,informationtechnology,informationtechnology
marketing manager,marketing manager,marketing manager,marketing manager,marketing manager,marketing manager,marketing manager,marketing manager,marketing manager,marketing manager,marketing manager
fitness coach,fitness coach,fitness coach,fitness coach,fitness coach,fitness coach,fitness coach,fitness coach,fitness coach,fitness coach,fitness coach
blockchain,blockchain,blockchain,blockchain,blockchain,blockchain,blockchain,blockchain,blockchain,blockchain,blockchain
backend developer,backend developer,backend developer,backend developer,backend developer,backend developer,backend developer,backend developer,backend developer,backend developer,backend developer
healthcare,healthcare,healthcare,healthcare,healthcare,healthcare,healthcare,healthcare,healthcare,healthcare,healthcare
